Experiment,Coverslip,Condition,Replicate,mainRep
20211203_ROCKi_Rep3,Cntr_ROCKi_Actin_Myosin_Rep3_Cov2,Cntr_ROCKi_Actin_Myosin,Cntr_ROCKi_Actin_Myosin_Rep3,DMSO_3
20211203_ROCKi_Rep3,Cntr_ROCKi_Actin_Myosin_Rep3_Cov2,Cntr_ROCKi_Actin_Myosin,Cntr_ROCKi_Actin_Myosin_Rep3,DMSO_3
20211203_ROCKi_Rep3,Cntr_ROCKi_Actin_Myosin_Rep3_Cov2,Cntr_ROCKi_Actin_Myosin,Cntr_ROCKi_Actin_Myosin_Rep3,DMSO_3
20211203_ROCKi_Rep3,Cntr_ROCKi_Actin_Myosin_Rep3_Cov2,Cntr_ROCKi_Actin_Myosin,Cntr_ROCKi_Actin_Myosin_Rep3,DMSO_3
20211203_ROCKi_Rep3,Cntr_ROCKi_Actin_Myosin_Rep3_Cov2,Cntr_ROCKi_Actin_Myosin,Cntr_ROCKi_Actin_Myosin_Rep3,DMSO_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov1,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov1,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov1,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov1,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov1,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov2,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov2,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov2,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov2,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov2,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
20211203_ROCKi_Rep3,ROCKi_Actin_Myosin_Rep3_Cov2,ROCKi_Actin_Myosin,ROCKi_Actin_Myosin_Rep3,ROCKi_3
