Image,DateAcquired,ExposureCh1,PowerCh1,ExposureCh2,PowerCh2,ExposureCh3,PowerCh3,DAPI,FITC,TxRedCy5,Experiment,Replicate,Coverslip,Condition,Normalization
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_008.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov1,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_004.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3,20220921_KKGK4_StainMCAM-MSN-Factin_Rep3_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_003.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_004.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_005.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_006.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_007.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S1_008.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov1,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_001.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_002.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_003.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_004.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_005.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_006.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pERM594-100_Ph405-150_60X_S2_007.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3,20220921_KKGK4_StainMCAM-pERM-Factin_Rep3_Cov2,KKGK4_StainMCAM-pERM-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_001.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_002.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_003.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_004.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_005.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_006.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20220926_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_60X_S2_007.nd2,09/26/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220921_Exp3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3,20220921_KKGK4_StainMCAM-pMLC-Factin_Rep3_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-001.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-002.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-003.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-004.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-005.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-006.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S1-007.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov1,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-001.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-002.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-003.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-004.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-005.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-006.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_EricR23_MCAM488-100_pMLC594-100_Ph405-150_S2-007.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4,20221003_Naive_StainMCAM-pMLC-Factin_Rep4_Cov2,Naive_StainMCAM-pMLC-Factin,Control
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-001.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-002.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-003.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-004.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-005.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-006.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S1-007.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-001.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-002.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-003.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-004.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-005.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-006.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK3_MCAM488-100_pMLC594-100_Ph405-150_S2-007.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK3_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK3_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-001.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-002.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-003.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-004.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-005.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-006.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S1-007.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov1,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-008.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-009.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-010.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-011.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-012.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-013.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221010_KKGK4_MCAM488-100_pMLC594-100_Ph405-150_S2-014.nd2,10/10/0202,0.1,50,0.1,50,0.1,50,3,1,2,20221003_Exp4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4,20221003_KKGK4_StainMCAM-pMLC-Factin_Rep4_Cov2,KKGK4_StainMCAM-pMLC-Factin,
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S1_001.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov1,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov1,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S1_003.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov1,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S1_004.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov1,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_003.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_004.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_005.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_006.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
20221007_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_007.nd2,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_Naive_StainMCAM-EZR-Factin_Rep4,20221003_Naive_StainMCAM-EZR-Factin_Rep4_Cov2,Naive_StainMCAM-EZR-Factin,Control
