"","Area","MajorAxisLength","MinorAxisLength","Eccentricity","MaxFeretDiameter","MinFeretDiameter","AreaShape_BoundingBoxArea","AreaShape_ConvexArea","AreaShape_EquivalentDiameter","AreaShape_MaximumRadius","AreaShape_MeanRadius","AreaShape_MedianRadius","AreaShape_Perimeter","massDisplacement_MCAM","distCentrs_MCAM","minDistCentrSecondEdge_MCAM","maxDistCentrSecondEdge_MCAM","medianDistCentrSecondEdge_MCAM","firstQuartileDistCentrSecondEdge_MCAM","thirdQuartileDistCentrSecondEdge_MCAM","distCentrsSecond_MCAM","minDistCentrEdge_MCAM","maxDistCentrEdge_MCAM","medianDistCentrEdge_MCAM","firstQuartileDistCentrEdge_MCAM","thirdQuartileDistCentrEdge_MCAM","minDistCentr2Wramp_MCAM","maxDistCentr2Wramp_MCAM","medianDistCentr2Wramp_MCAM","firstQuartileDistCentr2Wramp_MCAM","thirdQuartileDistCentr2Wramp_MCAM","minDistCentr2Second_MCAM","maxDistCentr2Second_MCAM","medianDistCentr2Second_MCAM","firstQuartileDistCentr2Second_MCAM","thirdQuartileDistCentr2Second_MCAM","minDistWrampEdge_MCAM","maxDistWrampEdge_MCAM","medianDistWrampEdge_MCAM","firstQuartileDistWrampEdge_MCAM","thirdQuartileDistWrampEdge_MCAM","minDistSecondEdge_MCAM","maxDistSecondEdge_MCAM","medianDistSecondEdge_MCAM","firstQuartileDistSecondEdge_MCAM","thirdQuartileDistSecondEdge_MCAM","medianObjectArea_MCAM","areaWramp_MCAM","areaBrightObj_MCAM","areaSecond_MCAM"
"1",60093.5,636.520414901201,182.314852423715,0.956561351226467,683.815398868245,247.743424869735,236912,116240.5,276.610593357789,68.8512812667596,20.8324070154152,17.6918060129541,2473.22113832392,19.1049731745428,104.343171642549,160.031051828289,305.429430955062,235.67888982386,197.743552781332,273.596685382696,132.922902950288,90.6924196111872,332.186107994614,212.995322919005,157.882030392286,272.761756079698,23.2053001703058,203.550936339031,107.390354123862,75.8649858619509,139.796722768022,98.4123975929862,175.547661075295,132.537721819947,118.933745032719,148.840443096453,1,168.847563862875,37.4031869191184,9,79.6325689769623,5,132.853254578559,55.0363516232681,26.4379317041011,88.9297415542596,1,7337.5,12008.5,1213.5
